directors,actors,runtime,production_company,audience_rating,G,NC17,NR,PG,PG-13,R,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Western
"Matt Maiellaro, Dave Willis","Dana Snyder, Dave Willis, Carey Means, Andy Merrill, Mike Schatz",87.0,First Look Pictures,68.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Allen,"Emma Roberts, Joanna 'JoJo' Levesque, Sara Paxton, Jake McDorman, Arielle Kebbel",103.0,20th Century Fox,61.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Nicholas Jarecki,"Susan Sarandon, Richard Gere, Tim Roth, Brit Marling, Laetitia Casta",100.0,Roadside Attractions,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Joanna Hogg,"Tom Hiddleston, Kate Fahy, Lydia Leonard, Amy Lloyd, Andrew Lawson",114.0,Kino Lorber Films,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matt Tauber,"Anthony LaPaglia, Viola Davis, Isabella Rossellini, Hayden Panettiere, Sebastian Stan",81.0,Magnolia Pictures,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joe Penna,"Mads Mikkelsen, Maria Thelma Sma&#769;rado&#769;ttir",97.0,Bleecker Street,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Ravetch, Sarah Robertson","Queen Latifah, Preston Bailey, Kwesi Boakye, Katrina Agate, Zain Ali",96.0,Paramount Vantage,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Matthew Weiner,"Owen Wilson, Zach Galifianakis, Amy Poehler, Laura Ramsey, Jenna Fischer",113.0,Millenium Entertainment,22.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Affleck,"Ben Affleck, Alan Arkin, John Goodman, Bryan Cranston, Taylor Schilling",120.0,Warner Bros. Pictures,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Paul Provenza, Penn Jillette","Robin Williams, George Carlin, Billy Connolly, Don Rickles, Gilbert Gottfried",89.0,ThinkFilm,61.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Janus Metz,,100.0,New Yorker,81.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nimród Antal,"Matt Dillon, Jean Reno, Laurence Fishburne, Columbus Short, Skeet Ulrich",88.0,Sony/Screen Gems,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Robert Guédiguian,"Simon Abkarian, Virginie Ledoyen, Robinson Stévenin, Grégoire Leprince-Ringuet, Lola Naymark",139.0,Lorber Films,68.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Jordon Roberts, Jordan Roberts","Michael Caine, Christopher Walken, Josh Lucas, Jonah Bobo, Glenne Headly",83.0,Warner Independent,61.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frank Coraci,"Jackie Chan, Steve Coogan, Ewen Bremner, Robert Fyfe, Ian McNeice",119.0,Buena Vista Pictures,34.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Diane Crespo, Stefan C. Schaefer, Stefan Schaefer","Zoe Lister-Jones, John Rothman, Francis Benhamou, Mimi Lieber, Laith Nakli",90.0,Film Movement,89.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, Mark O'Brien (IX)",116.0,21 Laps Entertainment,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Sam Cullman, Jennifer Grausman","Mark Landis, Matthew Leininger, Aaron Cowan, Jill Chancey, Donna English",90.0,Oscilloscope Pictures,74.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Don Argott,"Dr. Albert C. Barnes, John Street, Richard H. Glanton, Julian Bond, Ross L. Mitchell",101.0,IFC Films,87.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Terry Zwigoff,"Max Minghella, Sophia Myles, Matt Keeslar, John Malkovich, Jim Broadbent",102.0,Sony Pictures Classics,48.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James",110.0,Warner Bros.,44.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Ariola,"Colin Firth, Emily Blunt, Lucas Hedges, Anne Heche, M. Emmet Walsh",101.0,Cinedigm,25.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert",93.0,Universal Pictures,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
James Franco,"James Franco, Tim Blake Nelson, Danny McBride (IV), Jim Parrack, Ahna O'Reilly",110.0,Millennium Entertainment,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman, Adam Aalderks",102.0,The Film Arcade,48.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kar-Wai Wong,"Maggie Cheung, Leslie Cheung, Tony Leung Ka Fai, Jacky Cheung, Brigitte Lin",93.0,Sony Pictures Classics,75.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Towne,"Colin Farrell, Salma Hayek, Donald Sutherland, Eileen Atkins, Idina Menzel",117.0,Paramount Pictures,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Ajit Kumar, Ajith Kumar",158.0,Wonder Films,69.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sam Levinson,"Odessa Young, Suki Waterhouse, Hari Nef, Abra, Anika Noni Rose",110.0,NEON,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Brett Simon,"Bruce Willis, Mischa Barton, Melonie Diaz, Josh Pais, Michael Rapaport",99.0,Yari Film Group,46.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Dominik,"Brad Pitt, Casey Affleck, Mary-Louise Parker, Brooklynn Proulx, Sam Rockwell",160.0,Warner Bros. Pictures,75.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Robert Duvall,"Robert Duvall, Ruben Blades, Luciana Pedraza, Kathy Baker, Julio Oscar Mechoso",114.0,MGM Distribution Company,32.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Justin Kurzel,"Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling",116.0,20th Century Fox,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jean-François Richet, Jean Richet","Ethan Hawke, Laurence Fishburne, John Leguizamo, Maria Bello, Ja Rule",109.0,Focus Features,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Uwe Boll,"Dominic Purcell, Erin Karpluk, John Heard, Edward Furlong, Eric Roberts",97.0,Phase 4 Films,42.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
David Bowers,"Freddie Highmore, Nicolas Cage, Kristen Bell, Nathan Lane, Eugene Levy",94.0,Summit Entertainment,50.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Michael Polish,"Billy Bob Thornton, Virginia Madsen, Max Thieriot, Bruce Dern, Tim Blake Nelson",105.0,Warner Independent Pictures,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
David Mackenzie,"Natasha Richardson, Hugh Bonneville, Gus Lewis, Ian McKellen, Joss Ackland",96.0,Paramount Classics,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramin Bahrani,"Dennis Quaid, Zac Efron, Kim Dickens, Heather Graham, Clancy Brown",105.0,Sony Pictures Classics,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Schnabel,"Willem Dafoe, Mads Mikkelsen, Emmanuelle Seigner, Amira Casar, Niels Arestrup",110.0,CBS Films,64.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Adam Rodgers,"Andy Garcia, Vera Farmiga, Taissa Farmiga, Spencer Rocco Lofranco, Peter Riegert",100.0,Anchor Bay and Freestyle Releasing,45.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nicholas McCarthy,"Naya Rivera, Catalina Sandino Moreno, Arshad Aslam, Rob Brownstein, Jan Broberg",93.0,IFC Films,21.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Zacharias Kunuk,"Natar Ungalaaq, Pakkak Innukshuk, Lucy Tulugarjuk, Peter-Henry Arnatsiaq, Sylvia Ivalu",168.0,Lot 47 Films,82.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chris Robinson,"T.I., Evan Ross, Lauren London, Mykelti Williamson, Albert Daniels",100.0,Warner Bros.,86.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gary Trousdale, Kirk Wise","Michael J. Fox, James Garner, Cree Summer, Don Novello, Phil Morris",95.0,Walt Disney Pictures,53.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Paul Johansson,"Taylor Schilling, Grant  Bowler, Matthew Marsden, Edi Gathegi, Paul Johansson",102.0,Rocky Mountain Pictures,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Putch,"Samantha Mathis, Jason Beghe, Esai Morales, Patrick Fabian, Kim Rhodes",112.0,Atlas Distribution,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
James Manera,"Eric Allan Kramer, Rob Morrow, Stephen Tobolowsky, Kristoffer Polaha, Mark Moses",99.0,Atlas Distribution,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"David Allen Brooks, David Brooks","Brian Geraghty, Josh Peck, Alice Eve, Mike O'Brian, Bob Huculak",90.0,IFC Films,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
David Leitch,"Charlize Theron, James McAvoy, John Goodman, Til Schweiger, Eddie Marsan",115.0,Focus Features,64.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Joe Wright,"James McAvoy, Keira Knightley, Saoirse Ronan, Brenda Blethyn, Romola Garai",123.0,Focus Features,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Shinji Higuchi,"Haruma Miura, Kiko Mizuhara, Kanata Hongô, Hiroki Hasegawa, Satomi Ishihara",90.0,FUNimation Films,36.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail, Franz Drameh, Leeon Jones",88.0,Screen Gems,75.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athina Rachel Tsangari,"Ariane Labed, Vangelis Mourikis, Evangelia Randou, Yorgos Lanthimos",95.0,Strand Releasing,53.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Wells,"Meryl Streep, Julia Roberts, Juliette Lewis, Ewan McGregor, Abigail Breslin",119.0,The Weinstein Company,65.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard, Robin Williams",113.0,Warner Bros. Pictures,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jerusha Hess,"Keri Russell, J.J. Feild, Bret McKenzie, Jennifer Coolidge, Georgia King",96.0,Sony Pictures Classics,54.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,,94.0,New Line Cinema,44.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baz Luhrmann,"Hugh Jackman, Nicole Kidman, Jack Thompson, David Wenham, Bryan Brown",165.0,20th Century Fox,65.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Paul Schrader,"Greg Kinnear, Willem Dafoe, Maria Bello, Rita Wilson, Ron Leibman",104.0,Sony Pictures Classics,61.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Ibáñez,"Antonio Banderas, Birgitte Hjort Sørensen, Melanie Griffith, Dylan McDermott, Robert Forster",22.0,Millennium Entertainment,30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Joan Chen,"Richard Gere, Winona Ryder, Anthony LaPaglia, Elaine Stritch, Vera Farmiga",103.0,MGM,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Vladimír Michálek,"Vlastimil Brodský, Stella Zázvorková, Stanislav Zindulka, Ondrej Vetchý, Zuzana Fialová",97.0,First Look Pictures,84.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
James Cameron,"Zoe Saldana, Sam Worthington, Sigourney Weaver, Stephen Lang, Michelle Rodriguez",155.0,20th Century Fox,82.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Linda Cardellini",141.0,Walt Disney Pictures,83.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anthony Russo,"Robert Downey Jr., Mark Ruffalo, Scarlett Johansson, Chris Evans, Chris Hemsworth",181.0,Marvel Studios,90.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Anthony Russo,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson",149.0,Walt Disney Pictures,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin",166.0,Miramax,79.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Colin Strause, Greg Strause, Brothers Strause","Steven Pasquale, Reiko Aylesworth, John Ortiz, Johnny Lewis, Ariel Gade",94.0,20th Century Fox,30.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin, Christopher McDonald",84.0,MGM,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sarah Polley,"Julie Christie, Gordon Pinsent, Olympia Dukakis, Michael Murphy, Wendy Crewson",109.0,Lionsgate,81.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sam Mendes,"John Krasinski, Maya Rudolph, Carmen Ejogo, Jeff Daniels, Jim Gaffigan",97.0,Focus Features,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mario Van Peebles,"Mario Van Peebles, Joy Bryant, T.K. Carter, Terry Crews, Ossie Davis",108.0,Sony Pictures Classics,84.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uli Edel,"Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, Bruno Ganz, Nadja Uhl",150.0,Vitagraph Films,80.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Giuseppe Tornatore,"Francesco Scianna, Ángela Molina, Nicole Grimaudo, Enrico Lo Verso, Margareth Madè",150.0,Summit Entertainment,50.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Adriana Barraza, Rinko Kikuchi",142.0,Paramount Classics,77.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Singleton,"Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass, A.J. Johnson",129.0,Columbia Pictures,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Wright,"Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal, Eiza Gonzalez",113.0,Sony Pictures,86.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael McCullers,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard, Romany Malco",99.0,Universal Pictures,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathieu Kassovitz,"Michelle Khan, Vin Diesel, Michelle Yeoh, Lambert Wilson, Mark Strong (II)",90.0,20th Century Fox,26.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
,"Andy Comeau, Spencer Treat Clark",90.0,Peace Arch Entertainment,30.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leslye Headland,"Kirsten Dunst, Isla Fisher, Lizzy Caplan, James Marsden, Adam Scott",93.0,Radius-TWC,34.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Anand,"Bipasha Basu, Deepika Padukone, Minissha Lamba, Ranbir Kapoor, Hiten Paintal",152.0,Yash Raj Films,56.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alex Pettyfer,"Alex Pettyfer, Jennifer Morrison, Nicola Peltz, Chiara Aurelia, Hala Finley",101.0,Samuel Goldwyn Films,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alan Poul,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson",104.0,CBS Films,46.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Adam MacDonald,"Missy Peregrym, Jeff Roop, Eric Balfour, Nicholas Campbell, Melanie Mullen",92.0,IFC Films,53.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Craig Moss,"Danny Trejo, Ron Perlman, Joyful Drake, Charles S. Dutton, John Duffy",105.0,IDP/Samuel goldwyn Films,39.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolf de Heer,"Nicholas Hope, Ralph Cotterill, Norman Kaye, Audine Leith, Carmel Johnson",112.0,Blue Underground,88.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Adil El Arbi, Bilall Fallah","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Charles Melton",124.0,Columbia Pictures,96.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bay,"Will Smith, Martin Lawrence, Jordi Molla, Gabrielle Union, Peter Stormare",146.0,Sony Pictures Entertainment,78.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Joel Schumacher,"Anthony Hopkins, Chris Rock, Matthew Marsh, Kerry Washington, Peter Stormare",116.0,Touchstone Pictures,35.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pedro Almodóvar,"Gael García Bernal, Fele Martínez, Daniel Giménez Cacho, Lluis Homar, Francisco Boira",104.0,Sony Pictures Classics,86.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Matthew Spradlin,"Judd Nelson, Ben Browder, Cameron Deane Stewart, Ali Faulkner, Roger Edwards",91.0,BKGTH Productions LLC.,36.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Werner Herzog,"Nicolas Cage, Eva Mendes, Val Kilmer, Xzibit, Fairuza Balk",121.0,First Look Pictures,57.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Jacob Vaughan,"Ken Marino, Peter Stormare, Gillian Jacobs, Stephen Root, Patrick Warburton",83.0,Magnolia Pictures,41.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christina Applegate, Emjay Anthony",101.0,Block Entertainment,63.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Linklater,"Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft, Jeff Davies",108.0,Paramount Pictures,46.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Zwigoff,"Billy Bob Thornton, Bernie Mac, Tony Cox, Brett Kelly, Lauren Graham",93.0,Miramax Films,75.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Waters (VIII),"Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks, Brett Kelly",92.0,Miramax/Broad Green,33.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Kasdan,"Cameron Diaz, Justin Timberlake, Jason Segel, Lucy Punch, John Michael Higgins",92.0,Sony Pictures,36.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Goddard,"Jeff Bridges, Cynthia Erivo, Chris Hemsworth, Dakota Johnson, Jon Hamm",141.0,20th Century Fox,73.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Simon Hawkins, Zeke Hawkins","Mackenzie Davis, Logan Huffman, Jeremy Allen White, William Devane, Mark Pellegrino",91.0,Starz Media,51.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jason Bateman,"Jason Bateman, Kathryn Hahn, Rohan Chand, Allison Janney, Ben Falcone",85.0,Focus Features,61.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David E. Talbert,"Paula Patton, Derek Luke, Taye Diggs, Djimon Hounsou, Jill Scott",96.0,Fox Searchlight,48.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Duplass, Mark Duplass","Steve Zissis, Ross Partridge, Elise Muller, Jett Garner, Greta Gerwig",88.0,Sony Pictures Classics,49.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Siu-Tung Ching, Tony Siu-Tung Ching","Jet Li, Shengyi Huang, Raymond Lam Fung, Charlene Choi, Vivian Hsu",100.0,Magnolia Pictures,49.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kimble Rendall,"Xavier Samuel, Sharni Vinson, Julian McMahon, Phoebe Tonkin, Alexander Russell",90.0,Anchor Bay Entertainment,27.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Álex de la Iglesia,"Carlos Areces, Antonio de la Torre, Carolina Bang, Fernando Guillen-Cuervo, Sancho Gracia",107.0,Magnolia Pictures,64.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Miller,"Daniel Day-Lewis, Catherine Keener, Camilla Belle, Paul Dano, Ryan McDonald",111.0,IFC Films,61.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jody Lee Lipes,"Justin Peck, Amar Ramasar, Sterling Hyltin, Tiler Peck, Albert Evans",72.0,Magnolia Pictures,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Wych Kaosayananda,"Antonio Banderas, Lucy Liu, Gregg Henry, Ray Park, Talisa Soto",91.0,Warner Bros. Pictures,19.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
